epoch,train_loss,val_loss,val_auc,lr
1,0.548439695518844,0.45207929933393326,0.9558887620396312,0.0007940987335200904
2,0.4911308385887925,0.44373132812010274,0.9577946166675456,0.0006548539886902864
3,0.48202881237276557,0.44097001649237966,0.9585597321884087,0.0005005000000000001
4,0.4750996477344409,0.4370720064317858,0.9592935406645037,0.0003461460113097139
5,0.47000761603822516,0.43375881620355555,0.9599305538826022,0.00020690126647990973
6,0.46732387615709886,0.43475741470182266,0.9596828748805408,9.639601130971382e-05
7,0.46635917376498787,0.43111580046447545,0.96021249699679,2.5447270110570814e-05
8,0.46397404484197396,0.4310370297045321,0.9602615123047539,0.001
9,0.4736618245540022,0.4352808957164352,0.9595767486695949,0.0009938503261272714
10,0.4699089291955338,0.4373469682964119,0.959186117306784,0.0009755527298894294
11,0.46606558257219743,0.4322385731581095,0.9602893910113353,0.0009455577588320898
12,0.46533710007764856,0.43758473122442093,0.9595487026095062,0.0009046039886902864
13,0.46300345983635,0.43360289286922765,0.9599106681387253,0.0008536998372026805
14,0.4617816108424647,0.4301288538687938,0.9605373332966997,0.0007940987335200904
15,0.46028646684828256,0.4309826952380103,0.9604637178609445,0.0007272682546199037
16,0.4588521935907351,0.43194125955169266,0.9600911420355669,0.0006548539886902864
17,0.45598134155176123,0.4310631309006665,0.9603199249624909,0.0005786390152875954
18,0.4550901120211802,0.42772605934658564,0.9609680036196414,0.0005005000000000001
19,0.4538449847779306,0.42818615726522496,0.9609484213741778,0.00042236098471240487
20,0.45285063900915135,0.42875776661408915,0.9609680987116219,0.00034012238966293895
21,0.45217257535376515,0.4282138186532098,0.9610823544490853,0.00026108384212867735
22,0.4493246433280763,0.4266364953002414,0.9612888336986019,0.0001938278937654954
23,0.4469902505274533,0.42557035507382573,0.9615518646097173,0.00013899564934804405
24,0.44693273427535074,0.4253946534685186,0.9616211715828319,9.724679763076178e-05
25,0.4468649333837081,0.4260062567285589,0.9614739518123675,6.921134587828643e-05
26,0.4462789921533494,0.42545316589845195,0.9615520715499744,5.55246156676762e-05
27,0.44538602131564603,0.42543771943530523,0.9615752700135949,5.6981562509174625e-05
28,0.44468125477940046,0.4266687124162107,0.9613730487483768,0.00033064426696080595
29,0.4480634201951578,0.4273378430186091,0.9612871936761188,0.0001
30,0.44475063620781413,0.42596870177500956,0.9615343027546586,0.0001
31,0.44405990575446563,0.4253305849191305,0.9616971268258868,0.0001
32,0.4453977192340254,0.427210476752874,0.9612398602813782,0.0001
33,0.4442050311030174,0.4269427729619516,0.9614616080773751,0.0001
34,0.44372665476636824,0.4261415254425358,0.9615421798894659,0.0001
35,0.44468617398722643,0.42600033009374466,0.9615448552415955,0.0001
36,0.4424525720327079,0.4257277073086919,0.9616495203035195,0.0001
37,0.4441065394959482,0.4261194169521332,0.9615518945615965,0.0001
38,0.4426504464782014,0.42641707932626877,0.9614923158751032,0.0001
39,0.4427351375826362,0.42499823989094915,0.9617185095353689,0.0001
40,0.4426734899582506,0.4260135059421127,0.9616477487441119,0.0001
41,0.4423100784116862,0.4254096488694887,0.9617048816397323,0.0001
42,0.4422171383487935,0.42632871705132563,0.9615966902152894,0.0001
43,0.4427710136994213,0.425793067829029,0.9616185043993966,0.0001
44,0.4421212650886198,0.42661135180576426,0.9616557398217327,0.0001
45,0.44143453524226234,0.42603299102267705,0.9615901186054038,0.0001
46,0.44116645990585796,0.4261333104726431,0.9617529345079378,0.0001
47,0.4421882286769192,0.4265063896372512,0.9615448640386508,0.0001
48,0.44096790264252905,0.4250801221744434,0.9618122300130266,0.0001
49,0.44034498747514217,0.4259713574035748,0.9617338092904509,0.0001
50,0.44047777121569837,0.4272366456083349,0.9615072809231702,0.0001
51,0.4402968419246933,0.426647625259451,0.9616228463746292,0.0001
52,0.44064112666512834,0.42617615010287313,0.9616764895621286,0.0001
53,0.44008767665648946,0.42609739384135686,0.9616524107646005,0.0001
54,0.4395464218798138,0.4272069351093189,0.961564968661646,0.0001
55,0.43911770046973714,0.42634849048949575,0.9617021342355295,0.0001
56,0.4391324317374197,0.4276062217918602,0.9615857315976252,0.0001
57,0.4393964993710421,0.42734110435924016,0.961554990287305,0.0001
58,0.43913428759088324,0.42665285435882777,0.9617082425338273,0.0001
59,0.4390867875546825,0.4267569200412647,0.9616805020666889,0.0001
60,0.43880965717795756,0.42697352332037847,0.9615982782932545,0.0001
