epoch,train_loss,val_loss,val_auc,lr
1,0.5664262130957882,0.48170578238126394,0.9498710176984541,0.001
2,0.4839904940858179,0.4625999726153709,0.9542249803854568,0.001
3,0.46367044797559986,0.4495860161008062,0.9575710895623541,0.001
4,0.452667275861818,0.43929372526503896,0.9590155813597193,0.001
5,0.44656307782445637,0.43969431116774277,0.9595080019851318,0.001
6,0.44165758190511845,0.4347365047480609,0.9601534817407538,0.001
7,0.4374413660594395,0.432460041464986,0.960554157665275,0.001
8,0.4354873344200809,0.4324374118366757,0.9604408015314597,0.001
9,0.43372702436382266,0.4303443214377841,0.9609901789019301,0.001
10,0.4311610324447658,0.4289762305246817,0.9609134631324848,0.001
11,0.42887479046575067,0.4286380088007128,0.9611401936225876,0.001
12,0.42706275330919796,0.4275974228575423,0.9613270076829745,0.001
13,0.4265575506249253,0.4300003196742084,0.9606617841930852,0.001
14,0.42496200301209275,0.4265083058460339,0.961354378883237,0.001
15,0.42327846069725195,0.4240332849927851,0.9617002458009565,0.001
16,0.4223296143570725,0.4264336743870297,0.9615723908630137,0.001
17,0.42049723275664713,0.4235876855012533,0.9619457804160215,0.001
18,0.41857770409713796,0.4218962780527166,0.9621082314502075,0.001
19,0.41746209713877463,0.4226203584993208,0.9620494369583728,0.001
20,0.4162090988386245,0.4212970475892763,0.9623356539753402,0.001
21,0.4153174607932162,0.42128529822504196,0.9622415763791212,0.001
22,0.41401191086185224,0.4208759979621784,0.9624136312844299,0.001
23,0.41296976622270076,0.4234097567764488,0.9623303300811548,0.001
24,0.4115247552086707,0.42073921255163244,0.9625026214596921,0.001
25,0.41012395340569163,0.4214827055866654,0.9624731255610813,0.001
26,0.4086841502968146,0.42193646688719055,0.9625586869792498,0.001
27,0.40732618700079365,0.4206596540438162,0.9626175669281949,0.001
28,0.4062556539263044,0.42181390685004155,0.9625105788152672,0.001
29,0.4041727615051529,0.4227467324282672,0.9624170248533019,0.001
30,0.4030864461749589,0.42720094000970993,0.9620441983118437,0.001
31,0.40330710520549695,0.4224430693162454,0.9626684937106391,0.0005
32,0.3959207394901587,0.4215995733802383,0.9627524278830002,0.0005
33,0.3935321024080523,0.42325388338114767,0.9627545433653857,0.0005
34,0.3930885262635289,0.42444171373908585,0.9628235344823185,0.0005
35,0.39201900849536975,0.4237310588359833,0.9627957054162644,0.0005
36,0.3907598151641638,0.4287605237316441,0.9626355460150269,0.00025
37,0.3873250372961265,0.42395844894486506,0.9626796737208656,0.00025
38,0.3866606691256672,0.4249804575701018,0.9627749831143035,0.00025
39,0.3856147734486327,0.42500989179353454,0.9627685621016292,0.00025
40,0.3848665614111894,0.42495738654523285,0.9628325648692063,0.000125
41,0.3824647000046814,0.42427409500689117,0.962716965905155,0.000125
42,0.3817635237359676,0.4256097078323364,0.9627326548252144,0.000125
43,0.3814277551612075,0.4254868811852223,0.962677528077147,0.000125
44,0.38054184301369853,0.4291324333564655,0.9626650343733046,6.25e-05
45,0.3794772430342071,0.427937481854413,0.9625991366780897,6.25e-05
46,0.3797994237773272,0.42774777557398824,0.9626299915123159,6.25e-05
47,0.38015381251873614,0.42716355823181773,0.9626303949201452,6.25e-05
48,0.3790109968509804,0.4279532118423565,0.9627141196388048,3.125e-05
49,0.3781688339045259,0.42833782208932414,0.9626496409924179,3.125e-05
50,0.3787455893292719,0.4279846589307527,0.962622213239656,3.125e-05
51,0.3779871271175592,0.4277077091706766,0.9626255383171678,3.125e-05
52,0.3782448634809377,0.42807784273817734,0.9626525423450916,1.5625e-05
