epoch,train_loss,val_loss,val_auc,lr
1,0.5635809721995373,0.4823318212418943,0.9496429293675823,0.001
2,0.4796961801392691,0.46205887681729085,0.9538993383231049,0.001
3,0.4600978017258806,0.4467576951593966,0.9572028469025832,0.001
4,0.4491110612340525,0.4416981718024692,0.9584933700664663,0.001
5,0.44210142627054333,0.43679103416365544,0.959361362032701,0.001
6,0.43834760764829156,0.43684446731129206,0.9593790512411066,0.001
7,0.4345511595408122,0.4329293442739023,0.9600590774065229,0.001
8,0.4325653888335844,0.43165753741522095,0.9603452640818068,0.001
9,0.42980386590471076,0.43345217044289047,0.960248063295499,0.001
10,0.4273586534723944,0.43000659104940053,0.960553482298174,0.001
11,0.427022845972152,0.43013365607003906,0.9604503796630087,0.001
12,0.4246280464996286,0.43099729354317123,0.9606012701816843,0.001
13,0.4233441431911624,0.4281087147222983,0.9608787358363415,0.001
14,0.4208984435821066,0.43049180427113093,0.9609225376258793,0.001
15,0.4206241543601159,0.4292956510105649,0.9609823156297869,0.001
16,0.4194591787396645,0.4283816556672792,0.9609383094036898,0.001
17,0.4166410076780384,0.4267697463164458,0.9612784549721803,0.001
18,0.41597233520073146,0.4267637157762373,0.9614528316068116,0.001
19,0.4142047148578021,0.42843951727892904,0.9615168053778426,0.001
20,0.41249856616364045,0.4259428615505631,0.9616140723546753,0.001
21,0.41164737838466153,0.42605781152441696,0.9617083458859512,0.001
22,0.41184478308878786,0.425323467802357,0.9618337034095171,0.001
23,0.41034952819752857,0.42464096723376094,0.9616925305396935,0.001
24,0.40941663177645937,0.4231789095981701,0.9620241551253784,0.001
25,0.40740885722393894,0.42329738107887477,0.9619482373159616,0.001
26,0.40605165804324506,0.4259364194161183,0.9621201257314498,0.001
27,0.4050397256604668,0.426417126848891,0.9619405531405876,0.001
28,0.4039323319788693,0.42505324772886327,0.9620820925718642,0.0005
29,0.39746768944928434,0.4248580868179734,0.9622248272029416,0.0005
30,0.3960703388363326,0.42498361178346583,0.9624044588625635,0.0005
31,0.39561434465200723,0.42554327523386154,0.962301531967432,0.0005
32,0.39353569855495374,0.4250311972321691,0.9623004450603578,0.0005
33,0.3938246782945127,0.42817175791070267,0.9620631350608314,0.0005
34,0.3915008225408541,0.42794249428285136,0.962286763101757,0.00025
35,0.3888376758617609,0.4280107633487598,0.9623746569975039,0.00025
36,0.38759193027100597,0.42833812091801615,0.9622830379995394,0.00025
37,0.38693752438843654,0.4246997688267682,0.9623146596851156,0.00025
38,0.386376339967559,0.43011428294955073,0.962303929279335,0.000125
39,0.3843298963948983,0.42583214109008377,0.9623370253798071,0.000125
40,0.38387844493599976,0.42974609700409144,0.9622374727352166,0.000125
41,0.3830191628868077,0.4267577279258419,0.9623859527457772,0.000125
42,0.38306617574626894,0.4288160913699382,0.9623610326414171,6.25e-05
